Title,LikeCount,date,year,Views
Can you solve the river crossing riddle?,207000,2016-11-01,2016,6949630
Your smartphone is a civil rights issue,49000,2016-10-01,2016,1656242
Enough with the fear of fat,61000,2016-10-01,2016,2066528
"""St. James Infirmary Blues""",30000,2016-10-01,2016,1030887
Everything you hear on film is a lie,47000,2016-10-01,2016,1588535
"When goods cross borders, armies stay home",562000,2016-10-01,2016,18758
Why animals in zoos need choice,1000,2016-10-01,2016,36053
What if we could address the unaddressable?,402000,2016-10-01,2016,13430
What if we used the problem as part of the solution?,727000,2016-10-01,2016,24274
Finding a new frequency,214000,2016-10-01,2016,NA
In defense of emojis,1600,2016-10-01,2016,54881
How to do more with less in healthcare,1400,2016-10-01,2016,48451
Rediscovering heritage through dance,664000,2016-10-01,2016,22179
Can we end a culture of abandonment?,1000,2016-10-01,2016,35566
How loss helped one artist find beauty in imperfection,44000,2016-10-01,2016,1471319
How the US should use its superpower status,31000,2016-10-01,2016,1065333
Plato's best (and worst) ideas,139000,2016-10-01,2016,4646247
"Why should you listen to Vivaldi's ""Four Seasons""?",140000,2016-10-01,2016,4703568
What a driverless world could look like,127000,2016-10-01,2016,4256872
The unexpected challenges of a country's first election,27000,2016-10-01,2016,917317
Inside the mind of a former radical jihadist,73000,2016-10-01,2016,2446700
Machine intelligence makes human morals more important,56000,2016-10-01,2016,1875195
A temporary tattoo that brings hospital care to the home,46000,2016-10-01,2016,1538812
We've stopped trusting institutions and started trusting strangers,63000,2016-10-01,2016,2137584
What causes cavities?,175000,2016-10-01,2016,5860074
Ballroom dance that breaks gender roles,23000,2016-10-01,2016,767544
5 ways to lead in an era of constant change,98000,2016-10-01,2016,3291284
Art can heal PTSD's invisible wounds,33000,2016-10-01,2016,1109827
The beauty of what we'll never know,60000,2016-10-01,2016,2022479
How we talk about sexual assault online,39000,2016-10-01,2016,1329290
4 reasons to learn a new language,164000,2016-10-01,2016,5477846
Ideas worth dating,29000,2016-10-01,2016,974585
3 tips to boost your confidence,293000,2016-10-01,2016,9789480
What reality are you creating for yourself?,108000,2016-10-01,2016,3609694
We can start winning the war against cancer,35000,2016-10-01,2016,1167485
Immigrant voices make democracy stronger,31000,2016-10-01,2016,1046125
What you need to know about CRISPR,69000,2016-10-01,2016,2314857
Can you solve the prisoner boxes riddle?,315000,2016-10-01,2016,10546206
Technology hasn't changed love. Here's why,69000,2016-09-01,2016,2330959
Can we build AI without losing control over it?,181000,2016-09-01,2016,6068886
Could human civilization spread across the whole galaxy?,21000,2016-09-01,2016,703396
How we're harnessing nature's hidden superpowers,56000,2016-09-01,2016,1875202
A visual history of social dance in 25 moves,48000,2016-09-01,2016,1618347
America's forgotten working class,89000,2016-09-01,2016,2973541
We can fight terror without sacrificing our rights,35000,2016-09-01,2016,1172077
The era of personal DNA testing is here,36000,2016-09-01,2016,1217533
Why open a school? To close a prison,43000,2016-09-01,2016,1442203
How to use rhetoric to get what you want,91000,2016-09-01,2016,3067556
Why you should know how much your coworkers get paid,68000,2016-09-01,2016,2270530
How do contraceptives work?,48000,2016-09-01,2016,1632849
There's no such thing as not voting,31000,2016-09-01,2016,1059024
Why some people are more altruistic than others,74000,2016-09-01,2016,2485061
Architecture that's built to heal,54000,2016-09-01,2016,1814388
How fear of nuclear power is hurting the environment,53000,2016-09-01,2016,1780981
How to raise successful kids -- without over-parenting,224000,2016-09-01,2016,7489041
The future of money,77000,2016-09-01,2016,2573614
A new way to heal hearts without surgery,48000,2016-09-01,2016,1618857
Why helmets don't prevent concussions -- and what might,49000,2016-09-01,2016,1650117
The new American Dream,88000,2016-09-01,2016,2962712
One of the most difficult words to translate...,60000,2016-09-01,2016,2030747
Let's teach for mastery -- not test scores,140000,2016-09-01,2016,4681412
The risky politics of progress,30000,2016-09-01,2016,1010794
Why you should talk to strangers,100000,2016-08-01,2016,3335393
Bring on the female superheroes!,40000,2016-08-01,2016,1345066
The paradox of value,72000,2016-08-01,2016,2423033
How women wage conflict without violence,27000,2016-08-01,2016,920115
The spellbinding art of human anatomy,49000,2016-08-01,2016,1640990
How the blockchain is changing money and business,220000,2016-08-01,2016,7357145
The deadly legacy of cluster bombs,22000,2016-08-01,2016,744508
What we can do to die well,43000,2016-08-01,2016,1446997
The next manufacturing revolution is here,64000,2016-08-01,2016,2160832
How Argentina's blind soccer team became champions,17000,2016-08-01,2016,594562
A letter to all who have lost in this era,32000,2016-08-01,2016,1070328
Hunting for Peru's lost civilizations -- with satellites,37000,2016-08-01,2016,1244416
3 moons and a planet that could have alien life,58000,2016-08-01,2016,1959754
A small country with big ideas to get rid of fossil fuels,44000,2016-08-01,2016,1489052
What a planet needs to sustain life,61000,2016-08-01,2016,2036080
How Africa can keep rising,30000,2016-08-01,2016,1019898
The taboo secret to better health,58000,2016-08-01,2016,1941539
How to build a business that lasts 100 years,72000,2016-08-01,2016,2418574
The jobs we'll lose to machines -- and the ones we won't,89000,2016-08-01,2016,2990159
Why do we hiccup?,92000,2016-07-01,2016,3074461
How trees talk to each other,165000,2016-07-01,2016,5505570
Why the metric system matters,173000,2016-07-01,2016,5799676
A new way to study the brain's invisible secrets,47000,2016-07-01,2016,1597662
How the Panama Papers journalists broke the biggest leak in history,34000,2016-07-01,2016,1136298
"A project of peace, painted across 50 buildings",30000,2016-07-01,2016,1006329
A forgotten Space Age technology could change how we grow food,45000,2016-07-01,2016,1512599
My love letter to cosplay,93000,2016-07-01,2016,3124797
How to grow a forest in your backyard,110000,2016-07-01,2016,3701660
"Pollution-free lights, powered by microbes",658000,2016-07-01,2016,22007
The dark and delicate rumble of Russian piano music,276000,2016-07-01,2016,NA
Interconnectivity: the new structure of the world economy,625000,2016-07-01,2016,20870
The potential of blockchain,2800,2016-07-01,2016,96322
Who says you can't play the piano with your foot?,138000,2016-07-01,2016,NA
Don't shy away from ignorance -- use it to better yourself,737000,2016-07-01,2016,24627
Want to get ahead? Be paranoid,507000,2016-07-01,2016,16953
Nature is everywhere -- we just need to learn to see it,47000,2016-07-01,2016,1583250
3 lessons on success from an Arab businesswoman,129000,2016-07-01,2016,4319092
"When we design for disability, we all benefit",47000,2016-07-01,2016,1576222
Can you solve the passcode riddle?,279000,2016-07-01,2016,9316299
"Why I keep speaking up, even when people mock my accent",52000,2016-07-01,2016,1766311
How to use a semicolon,64000,2016-07-01,2016,2152951
Why Brexit happened -- and what to do next,113000,2016-07-01,2016,3789543
How Syria's architecture laid the foundation for brutal war,33000,2016-07-01,2016,1112918
"""Redemption Song""",64000,2016-07-01,2016,2135253
What is obesity?,33000,2016-07-01,2016,1129531
"Clues to prehistoric times, found in blind cavefish",38000,2016-06-01,2016,1289536
Why you think you're right -- even if you're wrong,233000,2016-06-01,2016,7775053
How playing sports benefits your body... and your brain,64000,2016-06-01,2016,2153605
How computers are learning to be creative,64000,2016-06-01,2016,2139763
How a blind astronomer found a way to hear the stars,29000,2016-06-01,2016,998920
What can we learn from shortcuts?,50000,2016-06-01,2016,1700201
"Who are you, really? The puzzle of personality",532000,2016-06-01,2016,17799264
How to fix a broken education system ... without any more money,50000,2016-06-01,2016,1693593
How does anesthesia work?,501000,2016-06-01,2016,16715799
How the food you eat affects your brain,557000,2016-06-01,2016,18652676
Why genetic research must be more diverse,30000,2016-06-01,2016,1023089
I survived a terrorist attack. Here's what I learned,29000,2016-06-01,2016,985577
How better tech could protect us from distraction,64000,2016-06-01,2016,2146787
The birth of virtual reality as an art form,28000,2016-06-01,2016,955477
This scientist makes ears out of apples,41000,2016-06-01,2016,1376616
The secret to effective nonviolent resistance,31000,2016-06-01,2016,1054494
3 reasons why we can win the fight against poverty,42000,2016-06-01,2016,1421115
A highly scientific taxonomy of haters,45000,2016-06-01,2016,1503764
Why do our bodies age?,85000,2016-06-01,2016,2858106
How college loans exploit students for profit,41000,2016-06-01,2016,1394989
"The Chinese zodiac, explained",94000,2016-06-01,2016,3137927
How interpreters juggle two languages at once,50000,2016-06-01,2016,1672639
Every piece of art you've ever wanted to see -- up close and searchable,35000,2016-06-01,2016,1190796
What's so sexy about math?,65000,2016-06-01,2016,2183514
"The passing of time, caught in a single photo",63000,2016-06-01,2016,2111253
An entertainment icon on living a life of meaning,35000,2016-06-01,2016,1198397
The real harm of the global arms trade,34000,2016-06-01,2016,1151976
Can you solve the control room riddle?,166000,2016-06-01,2016,5559026
"A smarter, more precise way to think about public health",32000,2016-05-01,2016,1096694
My journey from Marine to actor,383000,2016-05-01,2016,12808309
Why do people have seasonal allergies?,23000,2016-05-01,2016,776067
How barbershops can keep men healthy,37000,2016-05-01,2016,1264899
Drawings that show the beauty and fragility of Earth,50000,2016-05-01,2016,1672745
Your words may predict your future mental health,106000,2016-05-01,2016,3558660
The beauty of being a misfit,129000,2016-05-01,2016,4331334
How free is our freedom of the press?,46000,2016-05-01,2016,1534085
The origin of countless conspiracy theories,70000,2016-05-01,2016,2359144
The laws that sex workers really want,88000,2016-05-01,2016,2946772
Our lonely society makes it hard to come home from war,41000,2016-05-01,2016,1398940
Good news in the fight against pancreatic cancer,44000,2016-05-01,2016,1476262
Why is the US Constitution so hard to amend?,26000,2016-05-01,2016,894917
Can you really tell if a kid is lying?,429000,2016-05-01,2016,14336378
The psychology behind irrational decisions,74000,2016-05-01,2016,2500714
This tiny particle could roam your body to find tumors,28000,2016-05-01,2016,958781
An artist's unflinching look at racial violence,37000,2016-05-01,2016,1261650
How computer memory works,95000,2016-05-01,2016,3193415
This is your brain on communication,100000,2016-05-01,2016,3344023
Gene editing can now change an entire species -- forever,65000,2016-05-01,2016,2173006
This virtual lab will revolutionize science class,45000,2016-05-01,2016,1506468
A sci-fi vision of love from a 318-year-old hologram,31000,2016-05-01,2016,1053084
The dream we haven't dared to dream,62000,2016-05-01,2016,2090799
"Pirates, nurses and other rebel designers",32000,2016-05-01,2016,1094508
How my son's short life made a lasting difference,47000,2016-05-01,2016,1581356
How to read the genome and build a human being,61000,2016-04-01,2016,2062318
A provocative way to finance the fight against climate change,38000,2016-04-01,2016,1295039
Why I put myself in danger to tell the stories of Gaza,34000,2016-04-01,2016,1144890
Why do cats act so weird?,378000,2016-04-01,2016,12641130
Insightful human portraits made from data,40000,2016-04-01,2016,1366300
A smart loan for people with no credit history (yet),53000,2016-04-01,2016,1795018
Hunting for dinosaurs showed me our place in the universe,124000,2016-04-01,2016,4155647
A taboo-free way to talk about periods,56000,2016-04-01,2016,1885385
We can reprogram life. How to do it wisely,65000,2016-04-01,2016,2169703
The surprising reason you feel awful when you're sick,126000,2016-04-01,2016,4229523
Wisdom from great writers on every year of life,58000,2016-04-01,2016,1959993
TED's secret to great public speaking,229000,2016-04-01,2016,7653769
Should you trust unanimous decisions?,132000,2016-04-01,2016,4429609
The inside story of the Paris climate agreement,45000,2016-04-01,2016,1502748
The nit-picking glory of The New Yorker's Comma Queen,37000,2016-04-01,2016,1248695
The unexpected benefit of celebrating failure,87000,2016-04-01,2016,2931581
A new superweapon in the fight against cancer,49000,2016-04-01,2016,1666648
Does grammar matter?,72000,2016-04-01,2016,2434349
Your kids might live on Mars. Here's how they'll survive,212000,2016-04-01,2016,7077477
What does it mean to be a citizen of the world?,62000,2016-04-01,2016,2092683
The mind behind Linux,221000,2016-04-01,2016,7412128
The Panama Papers exposed a huge global problem. What's next?,33000,2016-04-01,2016,1131465
The most mysterious star in the universe,246000,2016-04-01,2016,8232577
The magic ingredient that brings Pixar movies to life,100000,2016-04-01,2016,3350080
How megacities are changing the map of the world,39000,2016-04-01,2016,1325057
How a start-up in the White House is changing business as usual,33000,2016-04-01,2016,1108867
The surprising habits of original thinkers,627000,2016-04-01,2016,20950648
How do schools of fish swim in harmony?,21000,2016-04-01,2016,729193
Two reasons companies fail -- and how to avoid them,68000,2016-03-01,2016,2283753
How humans could evolve to survive in space,55000,2016-03-01,2016,1838459
What would happen if you didn't drink water?,611000,2016-03-01,2016,20421573
Why gun violence can't be our new normal,41000,2016-03-01,2016,1370945
Can you solve the locker riddle?,336000,2016-03-01,2016,11231637
The beauty of human skin in every color,85000,2016-03-01,2016,2866794
A futuristic vision of the age of holograms,117000,2016-03-01,2016,3925122
How young Africans found a voice on Twitter,33000,2016-03-01,2016,1135947
You have no idea where camels really come from,100000,2016-03-01,2016,3361060
"The physics of the ""hardest move"" in ballet",78000,2016-03-01,2016,2624130
How to get back to work after a career break,110000,2016-03-01,2016,3677794
A glimpse of the future through an augmented reality headset,54000,2016-03-01,2016,1828644
A conservative's plea: Let's work together,40000,2016-03-01,2016,1365139
The reporting system that sexual assault survivors want,46000,2016-03-01,2016,1561412
5 tips to improve your critical thinking,301000,2016-03-01,2016,10084976
Inside the mind of a master procrastinator,2000,2016-03-01,2016,67304784
Is radiation dangerous?,66000,2016-03-01,2016,2210728
How Airbnb designs for trust,87000,2016-03-01,2016,2905103
The gospel of doubt,68000,2016-03-01,2016,2281283
This country isn't just carbon neutral -- it's carbon negative,165000,2016-03-01,2016,5529056
Simple hacks for life with Parkinson's,33000,2016-03-01,2016,1107414
The secrets I find on the mysterious ocean floor,55000,2016-03-01,2016,1857001
"Teach girls bravery, not perfection",189000,2016-03-01,2016,6306372
Uber's plan to get more people into fewer cars,59000,2016-03-01,2016,1993350
Our refugee system is failing. Here's how we can fix it,31000,2016-03-01,2016,1056635
What really happens when you mix medications?,55000,2016-03-01,2016,1843418
How yarn bombing grew into a worldwide movement,45000,2016-03-01,2016,1511907
Dive into an ocean photographer's world,35000,2016-02-01,2016,1199935
Why we need gender-neutral bathrooms,53000,2016-02-01,2016,1793921
Why your doctor should care about social justice,39000,2016-02-01,2016,1315956
How to make a profit while making a difference,59000,2016-02-01,2016,1969235
The psychology of narcissism,398000,2016-02-01,2016,13321656
What it's like to be Muslim in America,260000,2016-02-01,2016,8683718
The case for optimism on climate change,70000,2016-02-01,2016,2337696
Meet the dazzling flying machines of the future,308000,2016-02-01,2016,10271820
What the discovery of gravitational waves means,84000,2016-02-01,2016,2822564
My year of saying yes to everything,163000,2016-02-01,2016,5468635
The science of skin color,101000,2016-02-01,2016,3371316
10 ways to have a better conversation,850000,2016-02-01,2016,28387993
The brain may be able to repair itself -- with help,111000,2016-02-01,2016,3722313
The problem with race-based medicine,46000,2016-02-01,2016,1551330
Why do we love? A philosophical inquiry,214000,2016-02-01,2016,7150649
The case for fish farming,40000,2016-02-01,2016,1346551
How I'm discovering the secrets of ancient texts,25000,2016-02-01,2016,866215
Shape-shifting tech will change work as we know it,48000,2016-02-01,2016,1602488
Economic growth has stalled. Let's fix it,50000,2016-02-01,2016,1679983
Special Olympics let me be myself -- a champion,36000,2016-02-01,2016,1220691
History vs. Napoleon Bonaparte,152000,2016-02-01,2016,5108734
How we'll fight the next deadly virus,50000,2016-02-01,2016,1682195
A simple way to break a bad habit,565000,2016-02-01,2016,18870728
The boiling river of the Amazon,68000,2016-02-01,2016,2274309
Can you solve the temple riddle?,303000,2016-02-01,2016,10122696
A delightful way to teach kids about computers,64000,2016-02-01,2016,2163111
Our campaign to ban plastic bags in Bali,56000,2016-01-01,2016,1883699
A robot that runs and swims like a salamander,62000,2016-01-01,2016,2089320
Should you be able to patent a human gene?,35000,2016-01-01,2016,1173677
Why are human bodies asymmetrical?,35000,2016-01-01,2016,1197589
Glow-in-the-dark sharks and other stunning sea creatures,75000,2016-01-01,2016,2529498
Capitalism will eat democracy -- unless we speak up,102000,2016-01-01,2016,3416025
The unheard story of the Sistine Chapel,55000,2016-01-01,2016,1861252
How I turned a deadly plant into a thriving business,56000,2016-01-01,2016,1898662
Can a computer write poetry?,28000,2016-01-01,2016,944849
How we can make crops survive without water,50000,2016-01-01,2016,1673363
The mysterious world of underwater caves,60000,2016-01-01,2016,2033090
How statistics can be misleading,40000,2016-01-01,2016,1351416
Why great architecture should tell a story,84000,2016-01-01,2016,2832384
Let's design social media that drives real change,54000,2016-01-01,2016,1826121
"I love being a police officer, but we need reform",38000,2016-01-01,2016,1267046
How do carbohydrates impact your health?,182000,2016-01-01,2016,6106114
How frustration can make us more creative,124000,2016-01-01,2016,4146520
4 ways we can avoid a catastrophic drought,37000,2016-01-01,2016,1243702
How we'll find life on other planets,55000,2016-01-01,2016,1846221
How to use data to make a hit TV show,51000,2016-01-01,2016,1717880
Have we reached the end of physics?,82000,2016-01-01,2016,2735118
What makes a good life? Lessons from the longest study on happiness,1300,2015-12-01,2015,45015633
The science of snowflakes,19000,2015-12-01,2015,652790
"An underwater art museum, teeming with life",54000,2015-12-01,2015,1828471
Governments don't understand cyber warfare. We need hackers,43000,2015-12-01,2015,1450645
Refugees have the right to be protected,36000,2015-12-01,2015,1223308
A hilarious celebration of lifelong female friendship,130000,2015-12-01,2015,4366652
What happens when a city runs out of room for its dead,46000,2015-12-01,2015,1565039
What is depression?,744000,2015-12-01,2015,24870796
Let's not use Mars as a backup planet,72000,2015-12-01,2015,2420600
The four fish we're overeating -- and what to eat instead,50000,2015-12-01,2015,1672784
A beatboxing lesson from a father-daughter duo,144000,2015-12-01,2015,4821914
Why do we dream?,250000,2015-12-01,2015,8381163
How germs travel on planes -- and how we can stop them,58000,2015-12-01,2015,1952782
The ethical dilemma of self-driving cars,60000,2015-12-01,2015,2018158
Forget shopping. Soon you'll download your new clothes,60000,2015-12-01,2015,2001318
The untapped genius that could change science for the better,63000,2015-12-01,2015,2129843
The exhilarating peace of freediving,35000,2015-12-01,2015,1187877
Why the octopus brain is so extraordinary,163000,2015-12-01,2015,5455166
How new technology helps blind people explore the world,44000,2015-12-01,2015,1487939
The US needs paid family leave -- for the sake of its future,47000,2015-12-01,2015,1590944
How we're growing baby corals to rebuild reefs,29000,2015-12-01,2015,970208
"Can you solve ""Einstein's Riddle""?",371000,2015-12-01,2015,12383337
Year In Ideas 2015,19000,2015-11-01,2015,NA
"An art made of trust, vulnerability and connection",110000,2015-11-01,2015,3687350
Why the best hire might not have the perfect resume,144000,2015-11-01,2015,4816425
My year reading a book from every country in the world,56000,2015-11-01,2015,1868795
Why are these 32 symbols found in ancient caves all over Europe?,279000,2015-11-01,2015,9327197
What are animals thinking and feeling?,76000,2015-11-01,2015,2549052
My country will be underwater soon -- unless we work together,35000,2015-11-01,2015,1170767
Would you opt for a life with no pain?,97000,2015-11-01,2015,3246317
The future of news? Virtual reality,40000,2015-11-01,2015,1345872
Why sneakers are a great investment,70000,2015-11-01,2015,2352486
The chilling aftershock of a brush with death,26000,2015-11-01,2015,887863
What would happen if you didn't sleep?,442000,2015-11-01,2015,14777452
How I'm working for change inside my church,46000,2015-11-01,2015,1557155
The moral bias behind your search results,49000,2015-11-01,2015,1663134
How stress affects your brain,225000,2015-11-01,2015,7534459
This is what LGBT life is like around the world,84000,2015-11-01,2015,2808703
A musical escape into a world of light and color,46000,2015-11-01,2015,1557054
Forget Wi-Fi. Meet the new Li-Fi Internet,86000,2015-11-01,2015,2879649
The coolest animal you know nothing about ... and how we can save it,45000,2015-11-01,2015,1516553
What makes muscles grow?,615000,2015-11-01,2015,20578147
The dark side of storytelling,824000,2015-11-01,2015,27551
Could Moby Dick prevent the next financial crisis?,198000,2015-11-01,2015,NA
The future of reading. It's fast,864000,2015-11-01,2015,28881
The art of letting go...of the floor,717000,2015-11-01,2015,23957
Can 0.7% of corporate profits fund the world's biggest problems?,331000,2015-11-01,2015,11048
Women in business: entirely unremarkable,2300,2015-11-01,2015,77486
In defense of extroverts,4700,2015-11-01,2015,157573
Creating music on the go,448000,2015-11-01,2015,14981
A rallying cry for office shorts,220000,2015-11-01,2015,NA
Perfectionism holds us back. Here's why,8200,2015-11-01,2015,276014
B.E.A.T. NYC performs at TED@StateStreet,108000,2015-11-01,2015,NA
A boat carrying 500 refugees sunk at sea. The story of two survivors,53000,2015-11-01,2015,1790128
How data from a crisis text line is saving lives,30000,2015-11-01,2015,1024802
A tribute to West Virginia coal miners,186000,2015-11-01,2015,NA
How dance helps me deal with stress,1500,2015-11-01,2015,50356
The global business next door,2900,2015-11-01,2015,97347
Taking trash talk to a whole new level,727000,2015-11-01,2015,24290
The argument for trouble,591000,2015-11-01,2015,19727
When you shouldn't follow the rules,1600,2015-11-01,2015,54645
Why being your true self is the most selfless act,2100,2015-11-01,2015,70761
An easy way to cook up innovation,654000,2015-11-01,2015,21854
"How I leapt from a responsible ""no"" to an impassioned ""yes""",307000,2015-11-01,2015,10255
The hardest step in innovation? Looking foolish in front of the crowd,1100,2015-11-01,2015,37688
Hunger isn't a food issue. It's a logistics issue,2800,2015-11-01,2015,94040
The future of delivery in our new on-demand economy,1200,2015-11-01,2015,42510
How to stay calm when you know you'll be stressed,651000,2015-10-01,2015,21776005
How do hard drives work?,73000,2015-10-01,2015,2461807
Art that lets you talk back to NSA spies,30000,2015-10-01,2015,1006036
The enchanting music of sign language,65000,2015-10-01,2015,2171763
How I teach kids to love science,55000,2015-10-01,2015,1864581
How computers translate human language,12000,2015-10-01,2015,421592
Social services are broken. How we can fix them,26000,2015-10-01,2015,880044
"Deep under the Earth's surface, discovering beauty and science",48000,2015-10-01,2015,1624215
How stress affects your body,215000,2015-10-01,2015,7243133
An Internet without screens might look like this,52000,2015-10-01,2015,1752535
How CRISPR lets us edit our DNA,122000,2015-10-01,2015,4077441
Why do women have periods?,523000,2015-10-01,2015,17468785
The secret US prisons you've never heard of before,148000,2015-10-01,2015,4960451
The unexpected beauty of everyday sounds,37000,2015-10-01,2015,1243155
Two nameless bodies washed up on the beach. Here are their stories,40000,2015-10-01,2015,1362188
Why medicine often has dangerous side effects for women,54000,2015-10-01,2015,1806427
The future of flying robots,60000,2015-10-01,2015,2031778
How we can make the world a better place by 2030,77000,2015-10-01,2015,2603442
Home is a song I've always remembered,34000,2015-10-01,2015,1135895
Where does gold come from?,233000,2015-10-01,2015,7798565
You can grow new brain cells. Here's how,417000,2015-10-01,2015,13937009
Design at the intersection of technology and biology,85000,2015-10-01,2015,2848464
"Soon we'll cure diseases with a cell, not a pill",50000,2015-10-01,2015,1700499
Can you solve the prisoner hat riddle?,820000,2015-10-01,2015,27424223
Climate change is happening. Here's how we adapt,40000,2015-10-01,2015,1334244
Why some of us don't have one true calling,259000,2015-10-01,2015,8668719
"What ""Orwellian"" really means",93000,2015-10-01,2015,3113116
How my mind came back to life — and no one knew,82000,2015-10-01,2015,2765679
Stunning photos of the endangered Everglades,39000,2015-09-01,2015,1327439
"Don't ask where I'm from, ask where I'm a local",102000,2015-09-01,2015,3432520
Alzheimer's is not normal aging — and we can cure it,79000,2015-09-01,2015,2652122
4 powerful poems about Parkinson's and growing older,33000,2015-09-01,2015,1101173
How memories form and how we lose them,89000,2015-09-01,2015,2985549
Why climate change is a threat to human rights,48000,2015-09-01,2015,1602145
The treadmill's dark and twisted past,144000,2015-09-01,2015,4809039
Why public beheadings get millions of views,38000,2015-09-01,2015,1287036
How I stopped the Taliban from shutting down my school,49000,2015-09-01,2015,1646891
How to find work you love,226000,2015-09-01,2015,7548156
What makes the Great Wall of China so extraordinary,185000,2015-09-01,2015,6180480
Falling in love is the easy part,130000,2015-09-01,2015,4346721
Why gender equality is good for everyone — men included,82000,2015-09-01,2015,2761027
The mathematical secrets of Pascal's triangle,85000,2015-09-01,2015,2853761
The story we tell about poverty isn't true,61000,2015-09-01,2015,2044285
How fear drives American politics,39000,2015-09-01,2015,1330442
This tennis icon paved the way for women in sports,32000,2015-09-01,2015,1090621
What really matters at the end of life,493000,2015-09-01,2015,16516701
The way we think about work is broken,112000,2015-09-01,2015,3760811
An alternative to GDP that factors in our wellbeing,1200,2015-09-01,2015,41427
"Family businesses are here to stay, and thrive",1800,2015-09-01,2015,62825
We need to turn our response to crisis inside out,558000,2015-09-01,2015,18750
What brands can learn from online dating,1700,2015-09-01,2015,57148
Finding your personal mission in life,1200,2015-09-01,2015,40262
HR lessons from the world of Silicon Valley start-ups,3700,2015-09-01,2015,124787
Imagining a new future for health systems in Africa,375000,2015-09-01,2015,12550
Industry 4.0: how intelligent machines will transform everything we know,7000,2015-09-01,2015,235199
Reinventing creative thinking,1700,2015-09-01,2015,58192
A solution for building a generation of inventors,444000,2015-09-01,2015,14833
How an entrepreneurial potter helped restore beauty to a city,227000,2015-09-01,2015,NA
Why we need to treat our employees as thoughtfully as our customers,4600,2015-09-01,2015,154640
I leapt from the stratosphere. Here's how I did it,52000,2015-09-01,2015,1750449
The mathematician who cracked Wall Street,117000,2015-09-01,2015,3923322
How the mysterious dark net is going mainstream,172000,2015-09-01,2015,5759312
Can you solve the bridge riddle?,627000,2015-09-01,2015,20928897
An invitation to men who want a better world for women,44000,2015-09-01,2015,1487849
This telescope might show us the beginning of the universe,45000,2015-08-01,2015,1512374
How too many rules at work keep you from getting things done,69000,2015-08-01,2015,2319018
These robots come to the rescue after a disaster,36000,2015-08-01,2015,1208668
Why do some people go bald?,102000,2015-08-01,2015,3418237
The troubling reason why vaccines are made too late ... if they're made at all,34000,2015-08-01,2015,1150902
How quantum biology might explain life's biggest questions,77000,2015-08-01,2015,2589655
A journey through the mind of an artist,72000,2015-08-01,2015,2427611
How to avoid surveillance ... with the phone in your pocket,74000,2015-08-01,2015,2467578
"How young blood might help reverse aging. Yes, really",56000,2015-08-01,2015,1881499
A visual history of human knowledge,61000,2015-08-01,2015,2044119
How I learned to communicate my inner life with Asperger's,63000,2015-08-01,2015,2114357
Could we cure HIV with lasers?,39000,2015-08-01,2015,1304948
A secret memorial for civilian casualties,26000,2015-08-01,2015,877416
Who am I? A philosophical inquiry,104000,2015-08-01,2015,3501599
My road trip through the whitest towns in America,85000,2015-08-01,2015,2848946
The surprising way groups like ISIS stay in power,68000,2015-08-01,2015,2278540
The benefits of good posture,347000,2015-07-01,2015,11611668
What explains the rise of humans?,277000,2015-07-01,2015,9242896
Street art with a message of hope and peace,50000,2015-07-01,2015,1695671
The nerd's guide to learning everything online,155000,2015-07-01,2015,5176157
What my religion really says about women,161000,2015-07-01,2015,5372088
When online shaming goes too far,133000,2015-07-01,2015,4451193
What we learn from insects' sex lives,47000,2015-07-01,2015,1598701
Where did English come from?,160000,2015-07-01,2015,5369855
What happened when I open-sourced my brain cancer,35000,2015-07-01,2015,1197467
This is what enduring love looks like,74000,2015-07-01,2015,2474878
A better way to talk about abortion,59000,2015-07-01,2015,1969346
What is a calorie?,132000,2015-07-01,2015,4420480
Human trafficking is all around you. This is how it works,65000,2015-07-01,2015,2175138
When to take a stand -- and when to let it go,51000,2015-07-01,2015,1724248
Everything you think you know about addiction is wrong,617000,2015-07-01,2015,20593949
A warrior’s cry against child marriage,43000,2015-07-01,2015,1443740
The math behind basketball's wildest moves,87000,2015-07-01,2015,2914864
Meet the women fighting on the front lines of an American war,36000,2015-07-01,2015,1207361
The amazing story of the man who gave us modern pain relief,54000,2015-07-01,2015,1809359
Why I believe the mistreatment of women is the number one human rights abuse ,53000,2015-06-01,2015,1772198
The surprising thing I learned sailing solo around the world,66000,2015-06-01,2015,2220397
How a driverless car sees the road,81000,2015-06-01,2015,2732764
What do we do when antibiotics don't work any more?,59000,2015-06-01,2015,1978021
The benefits of a bilingual brain,500000,2015-06-01,2015,16736630
The art of first impressions -- in design and life,63000,2015-06-01,2015,2116127
Confessions of a bad feminist,61000,2015-06-01,2015,2044856
An 11-year-old prodigy performs old-school jazz,79000,2015-06-01,2015,2634834
A visual history of inequality in industrial America,40000,2015-06-01,2015,1362942
The forgotten history of autism,57000,2015-06-01,2015,1928283
Can you solve the famously difficult green-eyed logic puzzle?,434000,2015-06-01,2015,14515681
Forget the pecking order at work,124000,2015-06-01,2015,4143043
"Football physics: The ""impossible"" free kick",113000,2015-06-01,2015,3805413
This app knows how you feel -- from the look on your face,53000,2015-06-01,2015,1777599
A powerful poem about what it feels like to be transgender,51000,2015-06-01,2015,1706172
Do we see reality as it is?,143000,2015-06-01,2015,4781429
